state,location,notices,workers,reason
IL,"848 W. Eastman Street #104 Chicago, IL 60642",1,65,no matching place
IL,"New Ave & Ceco Rd Lemont, IL 60439",1,65,no matching place
IL,"Unknown Milwaukee, WI 53201",1,65,no matching place
IN,Noblesville & Westfield,1,65,2 distinct places named
KS,523 E. Wall Street,1,65,no place name in the string
LA,"415 Davis Avenue Barksdale AFB, LA 71110",1,65,no matching place
MD,"Annapolis Mall 1695 Annapolis Mall Annapolis, MD 21401",1,65,no matching place
NC,10101 Claude Freeman Dr. Ste. 210 W Charlotte NC 28262,1,65,no matching place
NC,1555 S. McDowell Street North Tower Charlotte NC 28204,1,65,no matching place
NC,4139 US-311 Randleman,1,65,no matching place
NC,4810 Ashley Park Ln # E Charlotte NC 28210,1,65,no matching place
NC,Fort Bragg,1,65,no matching place
NC,s b u r y,1,65,no matching place
NJ,FT. MONMOUTH,1,65,no matching place
NY,Cattaragus,1,65,no matching place
WA,"Seattle, Centralia",1,65,2 distinct places named
WA,Smokey Point,1,65,no matching place
AK,Shemya Island,1,64,no matching place
AL,Quinton,1,64,no matching place
CA,MCVITTIE,2,64,no matching place
CO,Colo Springs,1,64,no matching place
GA,Alanta,1,64,no matching place
IL,"20 N. Martingale Road 6th Floor Schaumburg, IL 60173",1,64,no matching place
IL,"299 Sanford St. #201 East Peoria, IL 61611",1,64,no matching place
IL,"500 W. Court St. Kankakee, IL 60901",1,64,no matching place
IL,"630 US Highway 150 E Galesburg, IL 61401-8311",1,64,no matching place
IL,"ONE TOWER LANE SUITE 3000 OAKBROOK TERRACE, IL 60181",1,64,no matching place
LA,"3606 LA-44 Garyville, LA 70051",1,64,no matching place
NC,4400 US Hwy 220 S Asheboro,1,64,no matching place
TN,"Davidson, Sumner, Williamson, and Wilson County",1,64,no matching place
VA,Doswell VA,2,64,no matching place
VA,Fairfax Coner VA,1,64,no matching place
AZ,Luke AFB,1,63,no matching place
CA,CAMP PENDLETON,4,63,no matching place
CO,RC: Rural Resort,1,63,no matching place
CT,"915 Lafayette Blvd, Bridgeport CT / 450 Main St, Hartford CT / 157 Church St, 18th Floor, New Haven CT / 157 Main st, 22nd Floor, New Haven CT / 141 Church St, New Haven CT",1,63,3 distinct places named
CT,"Bridgeport, Hartford, New Haven",1,63,3 distinct places named
IL,"10 S RIVERSIDE PLAZA SUITE 828 CHICAGO, IL 60606",1,63,no matching place
IL,"10 S Riverside Plz FL 5 Chicago, IL 60606-5500",1,63,no matching place
IL,"104 W. White Oaks Mall Springfield, IL 62704",1,63,no matching place
IL,"1500 W DUNDEE ROAD ARLINGTON HGTS, IL 60004",1,63,no matching place
IL,"1602 N STATE RT 50 BOURBONNAIS, IL 60914-9304",1,63,no matching place
IL,"20 FEDERAL PLAZA WEST, BOX 400 YOUNGSTOWN, OH 44501-0400",1,63,no matching place
IL,"20 W Federal St Youngstown, OH 44503-1420",1,63,no matching place
IL,"2325 North Extension Granite City, IL 62040",1,63,no matching place
IL,"2743 West 36th Place Other Cook County sites Chicago, IL 60632",1,63,no matching place
IL,"3700 78TH Ave W Rock Island, IL 61201-7334",1,63,no matching place
IL,"504 Montrose Chicago, IL 60666",1,63,no matching place
IL,"6000 Route 14 Crystal Lake, IL 60014",1,63,no matching place
IL,"915 WEST MAIN CARBONDALE, IL 62901",1,63,no matching place
IL,"NOT PROVIDED ELK GROVE VILLAGE, IL 60007",1,63,no matching place
IL,"One Copley Plaza PO Box 219 Springfield, IL 62705-0219",1,63,no matching place
MA,"Medford, MA, Boston",1,63,2 distinct places named
MD,"21200 Martinsburg Road Dickerson, MD 20842",1,63,no matching place
NJ,Monachie,1,63,no matching place
NY,Huguenot,2,63,no matching place
NY,Rockaway Beach,2,63,no matching place
OH,Blacklick,1,63,no matching place
OH,Various,1,63,no matching place
VA,Suffolk No,1,63,no matching place
WI,South East WI,1,63,no matching place
AZ,San Francisco,4,62,no matching place
CO,"Arapahoe, Denver, El Paso",1,62,2 distinct places named
GA,Black Creek,1,62,no matching place
IL,"1111 Bowes Rd. Olive Can Division Elgin, IL 60123",1,62,no matching place
IL,"1240 N. Highland Ave., Aurora 113 S. Grove Ave., Elgin Multiple, IL 99999",1,62,no matching place
IL,"160 LaGrange Road P.O. Box 70 Frankfort, IL 60423",1,62,no matching place
IL,"265 Exchange Dr. Lower Level Crystal Lake, IL 60014",1,62,no matching place
IL,"7230 Westfield Plaza Belleville, IL 62223",1,62,no matching place
IL,"9300 King Avenue PO Box 1329 Franklin Park, IL 60131-8329",1,62,no matching place
LA,"1581 Highway 114 Hessmer, LA 71341",1,62,no matching place
MA,"Revere, Boston",1,62,2 distinct places named
MI,"New Hudson, Michigan",1,62,no matching place
MI,"Statewide, County: Statewide, Number Affected: 62",1,62,no matching place
NJ,"Pennington, Jersey City, Woodland Park",1,62,3 distinct places named
NJ,Prinecton,1,62,no matching place
OH,Avon of WIA-Rapid,1,62,no matching place
OH,Waterford (Beverly)/Washington,1,62,2 distinct places named
OR,Umattilla,1,62,no matching place
WI,Branch,1,62,no matching place
IL,"1 Mid-America Plaza Oakbrook Terrace, IL 60181",1,61,no place name in the string
IL,"122 SOUTH MICHIGAN AVENUE 444 N WABASH SUITE 200 CHICAGO, IL 60603",1,61,no matching place
IL,"162 and 162 1/2 E Court Street Kankakee, IL 60901",1,61,no matching place
IL,"1800 Gardner Expressway Quincy, IL 62305-9364",1,61,no matching place
IL,"1915 W. Morton Jacksonville, IL 62650",1,61,no matching place
IL,"2121 Diehl Road #100 Aurora, IL 60563",1,61,no matching place
IL,"220 E. Chicago Ave. Museum of Contemporary Art Chicago, IL 60611",1,61,no matching place
IL,"2275 South Main Paris, IL 61944",1,61,no matching place
IL,"317 S. Old US #24 Watseka, IL 60970",1,61,no matching place
IL,"400 East Monroe Chicago, IL 60603",1,61,no matching place
IL,"Aon Center 200 E Randolph Dr Chicago, IL 60601",1,61,no matching place
IL,"PO BOX 1464 BLOOMINGTON, IL 61702-1464",1,61,no matching place
IN,"Michigan City, Dyer, Crown Point, Munster, Lafayette, Beech Grove, Indianapolis",1,61,7 distinct places named
LA,"1453 E. Bert Kouns Industrial Loop Shreveport, LA 71105",1,61,no matching place
MD,"7021 Dorsey Road Hanover, MD 21076",1,61,no matching place
MD,"Good Samaritan 5601 Loch Raven Road Baltimore, MD 21239",1,61,no matching place
MD,"NIAID IRF NIH Facility on Ft. Detrick Campus 8200 Research Plaza Frederick, MD 21702",1,61,no matching place
NC,244 Manor AVE SW Concord,1,61,no matching place
NJ,"Company Location: Lancaster, PA Affected Employees: Monmouth County, NJ",1,61,no matching place
NY,Mohegan Lake,2,61,no matching place
OH,Patterson AFB,1,61,no matching place
VA,Abington VA,1,61,no matching place
WI,"Madison, Brookfield",1,61,2 distinct places named
GA,"1131 Chapel Crossing Rd, Glynco, Georgia",1,60,no matching place
IL,"1362 W. Fulton Chicago, IL 60607",1,60,no matching place
IL,"160 Alton Square Mall Alton, IL 62002",1,60,no matching place
IL,"17301 S Ridgeland Tinley Park, IL 60477",1,60,no matching place
IL,"1800 Knoxville Peoria, IL 61614",1,60,no matching place
IL,"275 Parkway Drive Lincolnshire, IL 60069",1,60,no matching place
IL,"303 EAST WACKER DRIVE 27TH FLOOR CHICAGO, IL 60606",1,60,no matching place
IL,"325 S. Route 31 Montgomery, IL 60507",1,60,no matching place
IL,"3347 Broadway Quincy, IL 62301",1,60,no matching place
IL,"3516 Powell Lane Mottoon, IL 61938",1,60,no matching place
IL,"4505 North Rockwood Road P.O. Box 9340 Peoria, IL 61612",1,60,no matching place
IL,"4700 South Ashland Chicago, IL 60609",1,60,no matching place
IL,"5 Overlook Pointe Lincolnshire, IL 60069",1,60,no matching place
IL,"5001 N. SECOND STREET P.O. NOC 7001 ROCKFORD, IL 61125",1,60,no matching place
IL,"506 W Harrison Chicago, IL 60607",1,60,no matching place
IL,"CUSTOMER SERVICE BUREAU 3201 W WHITE OAKS DRIVE 3RD FL SPRINGFIELD, IL 62721",1,60,no matching place
IL,"Escalator Division 2266 US Highway 6 Coal Valley, IL 61240",1,60,no matching place
IL,"PO BOX 429 CENTRALIA, IL 62801",1,60,no matching place
IL,"PO BOX 70 FLORA, IL 62839",1,60,no matching place
IL,"PO Box 348 300 N. Haag Street Breeze, IL 62230",1,60,no matching place
IL,"UNKNOWN CALUMET CITY, IL 60409",1,60,no matching place
KS,P.O. # 98,1,60,no matching place
LA,"5959 S. Sherwood Forest Blvd. G Baton Rouge, LA 70816 4200 Essen Lane Baton Rouge, LA 70809",1,60,no matching place
LA,"6009 Financial Plaza Shreveport, LA 71129",1,60,no matching place
LA,"7012 HWY 1 South Addis, LA 70710",1,60,no matching place
LA,"7720 California Avenue Ft. Polk, LA 71459",1,60,no matching place
MD,"200 Kent Landing Stevensville, MD 21666",1,60,no matching place
MD,"Four Seasons 400 International Drive Baltimore, MD 21202",1,60,no matching place
MI,"Ann Arbor, Michigan and Dexter, Michigan",1,60,2 distinct places named
MI,"Port Huron, Michigan; Marie City, Michigan; Casco, Michigan; Yale, Michigan",1,60,2 distinct places named
MI,Remote,3,60,no matching place
OH,Garfield Heights/Cleveland,1,60,2 distinct places named
VA,Jetersville VA,1,60,no matching place
WI,"Nekoosa and Scandinavia, WI",1,60,2 distinct places named
FL,34787,1,59,no place name in the string
IA,Ashburn,1,59,no matching place
IL,"10 Industrial Park P O Box 599 Flora, IL 62839",1,59,no matching place
IL,"1261 ILLINOIS ROUTE 38 NACHUSA, IL 61057",1,59,no matching place
IL,"1355 Holmes Road 1875 Holmes Road Elgin, IL 60123-1291",1,59,no matching place
IL,"1900 PRATT BULD ELK GROVE VILLGE, IL 60007",1,59,no matching place
IL,"2 Westbrook Westchester, IL 60515",1,59,no matching place
IL,"210 NORTH LOCUST CENTRALIA, IL 62801",1,59,no matching place
IL,"320 N. Walnut Danville, IL 61832",1,59,no matching place
IL,"3801 WEST LAWRENCE CHICAGO, IL 60625",1,59,no matching place
IL,"510 E. Route 83 Mundelein, IL 60060",1,59,no matching place
IL,"756 Orachard Aurora, IL 60506",1,59,no matching place
IL,"800 South Washington Meredosia, IL 62665",1,59,no matching place
IL,"804 East Broadway Trenton, IL 62293",1,59,no matching place
IL,"S 14TH AV Mendota, IL 61342",1,59,no matching place
IL,"SOUTH 14TH AVENUE MENDOTA, IL 61342",1,59,no matching place
MD,"Shoppers Germantown 18066 Mateny Road Germantown, MD 20874",1,59,no matching place
MI,Saginaw Twp.,1,59,no matching place
NC,1301 Navy Shell Road Stumpy Point,1,59,no matching place
NJ,"Company Location: Los Angeles, CA Affected Employees: Multiple NJ cities",1,59,no matching place
VA,Suffolk & Virginia Beach VA,1,59,2 distinct places named
WI,Racinre,1,59,no matching place
CT,"111 Virgina St, Suite 300, Richmond VA 23219",1,58,no matching place
FL,33463,1,58,no place name in the string
GA,Fort Gillem,1,58,no matching place
GA,Ogelthorpe,1,58,no matching place
IL,"11601 SOUTH CENTRAL ALSIP, IL 60482",1,58,no matching place
IL,"1600 EAST DAVIS STREET ARLINGTON HGTS, IL 60005-2809",1,58,no matching place
IL,"325 W Adams St Lbby Springfield, IL 62704-7306",1,58,no matching place
IL,"325 WEST ADAMS SPRINGFIELD, IL 62701",1,58,no matching place
IL,"3404 Broadway Mt. Vernon, IL 62864",1,58,no matching place
IL,"5040 S. Kedzie Chicago, IL 60632",1,58,no matching place
IL,"909 WEST KIRBY CHAMPAIGN, IL 61820",1,58,no matching place
IL,"ALT RT. 250 Sumner, IL 62466",1,58,no matching place
IL,"Commercial Lending Services Branch 3010 Highland Parkway Suite 200 Downers Grove, IL 60515",1,58,no matching place
IL,"JADER # 4 MINE SHAWNEETOWN, IL 62984",1,58,no matching place
LA,"304 LaRue France Ste 101 Lafayette, LA 70508",1,58,no matching place
MD,"10906 Boulevard Circle Owings Mills, MD 21117",1,58,no matching place
MD,"149 Waterfront Street #1138 Oxon Hill, MD 20745",1,58,no matching place
MD,"Shoppers College Park 4720 Cherry Hill Road College Park, MD 20740",1,58,no matching place
NC,11049 Carolina Place Parkway Suite LS-05 Pineville NC 28134,1,58,no matching place
NC,15159 Andrew Jackson Hwy 76 W Fair Bluff NC 28439,1,58,no matching place
NJ,"Albany, NY",1,58,no matching place
NJ,"Bergen, Morris, Camden, Monmouth, Somerset",1,58,2 distinct places named
NJ,Lawrence Township,1,58,no matching place
OH,Union City (Darke),2,58,name matches more than one place
OR,"St. Petersburg, FL",1,58,no matching place
TN,"San Diego, California County",1,58,no matching place
VA,"Arlington, Alexandria & Chantilly VA",2,58,3 distinct places named
VA,Virignai Beach VA,1,58,no matching place
WI,Steven Point,1,58,no matching place
IL,"1077 W. Broadway Centralia, IL 62801",1,57,no matching place
IL,"28 Towne Centre Danville, IL 61832",1,57,no matching place
IL,"3013 N Monticello Ave. 3986 W Barry Ave. Chicago, IL 60618-6617",1,57,no matching place
IL,"3520 W. Fullerton Chicago, IL 60647",1,57,no matching place
IL,"751 NORTH JACKSON QUINCY, IL 62301",1,57,no matching place
IL,"ROUTES 7 & 53 LOCKPORT, IL 60441",1,57,no matching place
MA,"Foxboro, Southeast",7,57,no matching place
MD,"245 Shawan Road Hunt Valley, MD 21031",1,57,no matching place
MD,"696J Bel Air Road #108 Bel Air, MD 21014",1,57,no matching place
NC,7820 NC Highway 751 Durham NC 27713,1,57,no matching place
NC,MCAS New River Curtis Road Jacksonville,1,57,no matching place
NJ,Lakes,1,57,no matching place
NY,Pattersonville,2,57,no matching place
OH,Farmdale,1,57,no matching place
OH,Mentor Bureau of WIA-Rapid,1,57,no matching place
TN,Blount and Knox County,1,57,no matching place
VA,Kinsdale VA,1,57,no matching place
WI,11 Fox Valley locations,1,57,no matching place
CT,"Waterbury, Naugatuck",1,56,2 distinct places named
GA,Alvalton,1,56,no matching place
IL,"1003 W. Broadway Steeleville, IL 62288",1,56,no matching place
IL,"1809 West Hovey Normal, IL 61761",1,56,no matching place
IL,"2 N. LaSalle Chicago, IL 60602",1,56,no matching place
IL,"209 N Bridge St Eleroy, IL 61027",1,56,no matching place
IL,"2401 W Grant Bellwood, IL 60104",1,56,no matching place
IL,"300 EAST RANDOLPH STREET 28TH FLOOR CHICAGO, IL 60601",1,56,no matching place
IL,"3500 COURT STREET PEKIN, IL 61554",1,56,no matching place
IL,"6115 & 6040 W FULLERTON CHICAGO, IL 60639",1,56,no matching place
LA,"1541 Kings Hwy Shreveport, LA 71103 Ochsner Monroe FNS-ABM 4864 Jackson Street Monroe, LA 71202 Ochsner – Various locations (Jefferson, Algiers, Belle Chase, Kenner, Metairie, New Orleans and Lacomb)",1,56,4 distinct places named
LA,MMF Facility (Second WARN),1,56,no matching place
MD,"48542 Haney Road Bldg. 2657 Patuxent River, MD 20670",1,56,no matching place
MD,"Queen Anne’s County Schools 202 Chesterfield Avenue Centreville, MD 21617",1,56,no matching place
NC,332 Rockwood Road Arden NC 28704,1,56,no matching place
NC,845 US Highway 70 West Garner NC 27529,1,56,no matching place
NJ,"Kennesaw, GA",1,56,no matching place
NY,Selkirk,1,56,no matching place
WI,"Richfield, Wauwatosa",1,56,2 distinct places named
AL,Mount Meigs,1,55,no matching place
AZ,Pheonix,1,55,no matching place
CA,Moonpark,1,55,no matching place
CA,TUJUNGA,1,55,no matching place
IL,"11300 DIVISION PLAINFIELD, IL 60544",1,55,no matching place
IL,"1402 N. Kedzie, Chicago 60651 2717 N. Leavitt Chicago, IL 60647",1,55,no matching place
IL,"3341 Sheridan Zion, IL 60099",1,55,no matching place
IL,"36 SOUTH FAIRVIEW PARK RIDGE, IL 60068",2,55,no matching place
IL,"500 W Diehl Road 215 Shuman Blvd 4th Fl Naperville, IL 60563",1,55,no matching place
IL,"501 W. Apple Freeburg, IL 62243",1,55,no matching place
IL,"55 East Jackson Suite 1600 Chicago, IL 60604",1,55,no matching place
IL,"550 Congress Circle South Roselle, IL 60172",1,55,no matching place
IL,"5515 US Highway 150 Peoria, IL 61615-9621",1,55,no matching place
IL,"787 Belden Addison, IL 60101",1,55,no matching place
IL,"9711 FUESSER ROAR MASCOUTAH, IL 62258",1,55,no matching place
IL,"East Court Village 3536 Court Street Pekin, IL 61554",1,55,no matching place
IL,"Mailing Center Division Flora 50 Industrial Park Flora, IL 62839",1,55,no matching place
IL,"NOT PROVIDED LONG GROVE, IL 60049-0001",1,55,no matching place
IL,"P.O. Box 428 16338 N. Illinois Hwy. 37 Mt. Vernon, IL 62864",1,55,no matching place
IL,"Whitaker and Westgate Salem, IL 62881",1,55,no matching place
IN,"Elkhart, Fort Wayne, Merrillville, Michigan City, Mishawaka, Portage, Schererville, South Bend",1,55,7 distinct places named
LA,"2685 Hwy 190 West Slidell, LA. 70460",1,55,no matching place
LA,"9788 U.S. Highway 79 Haynesville, LA 71038",1,55,no matching place
LA,"Hwy 83 S. Weeks Island New Iberia, LA 70560",1,55,no matching place
MD,"306 Sentinel Drive, Suite 500, Annapolis Junction, MD 20701",1,55,no matching place
MD,"336 Clubhouse Road Hunt Valley, MD 21031",1,55,no matching place
MI,Ottawa Lake,1,55,no matching place
MN,Omaha,1,55,no matching place
NC,8500 Westmoreland Dr NW Concord NC 28027,1,55,no matching place
VA,Crystal City VA,1,55,no matching place
VA,"Hampton, Virginia Beach, Chesapeake, Newport News, Portsmouth, Suffolk, Yorktown, Franklin, Stafford VA",1,55,8 distinct places named
VA,Mananssas VA,1,55,no matching place
WI,FRANKSVILLE,1,55,no matching place
WI,Greeny Bay,1,55,no matching place
AL,Green Pond,1,54,no matching place
CA,Angels Camp,3,54,no matching place
IL,"100 Alton Square Alton, IL 62002",1,54,no matching place
IL,"1145 Mount Prospect Plaza Mount Prospect, IL 60056",1,54,no matching place
IL,"165 ARCHER MUNDELEIN, IL 60060",1,54,no matching place
IL,"2424 W Oakton Evanston, IL 60202",1,54,no matching place
IL,"525 W. Van Buren St., Suite1600 Chicago, IL 60607",1,54,no matching place
IL,"DELTA MINE RT 13 EAST BOX 730 MARION, IL 62959",1,54,no matching place
IL,"ONE EAST WACKER DRIVE CHICAGO, IL 60601",2,54,no matching place
LA,"359 Bert Kouns Ind. Loop Shreveport, LA 71106",1,54,no matching place
MD,"705 Digital Drive, Suite V Linthicum Heights, MD 21090",1,54,no matching place
MD,Various-Workers were stationed in 17 different Target Stores around the state.,1,54,no matching place
NC,1954 13th Avenue Drive Hickory NC 28105,1,54,no matching place
UT,Draper and Bluffdale,1,54,2 distinct places named
VA,Tysons Corner VA,1,54,no matching place
CA,Corona del Mar,1,53,no matching place
CA,Playa Del Rey,1,53,no matching place
GA,Georgia,1,53,no matching place
